index	query
000214	"name":"The Primordial Chain","type":"Coral Amulet","stats":[{"type":"and","filters":[{"id":"explicit.stat_2861397339","value":{"max":37}},{"id":"explicit.stat_3730242558","value":{"max":40}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"},"quality":{"min":null,"max":0}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000215	"name":"Xoph's Blood","type":"Amber Amulet","stats":[{"type":"and","filters":[{"id":"explicit.stat_3372524247","value":{"min":40}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"},"quality":{"min":null,"max":0}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000216	"name":"The Pandemonius","type":"Jade Amulet","stats":[{"type":"and","filters":[{"id":"explicit.stat_3291658075","value":{"min":28}},{"id":"explicit.stat_4220027924","value":{"min":38}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"},"quality":{"min":null,"max":0}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000217	"name":"Hyrri's Truth","type":"Jade Amulet","stats":[{"type":"and","filters":[{"id":"explicit.stat_3556824919","value":{"min":28}},{"id":"explicit.stat_3032590688","value":{"min":21}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"},"quality":{"min":null,"max":0}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000218	"name":"Marylene's Fallacy","type":"Lapis Amulet","stats":[{"type":"and","filters":[{"id":"explicit.stat_3556824919","value":{"min":240}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"},"quality":{"min":null,"max":0}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000219	"name":"Choir of the Storm","type":"Lapis Amulet","stats":[{"type":"and","filters":[{"id":"explicit.stat_2748665614","value":{"min":20}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"},"quality":{"min":null,"max":0}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000220	"name":"Winterheart","type":"Gold Amulet","stats":[{"type":"and","filters":[{"id":"explicit.stat_3299347043","value":{"min":70}},{"id":"explicit.stat_3261801346","value":{"min":30}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"},"quality":{"min":null,"max":0}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000221	"name":"The Ascetic","type":"Gold Amulet","stats":[{"type":"and","filters":[{"id":"explicit.stat_1498954300","value":{"min":15}},{"id":"explicit.stat_4151190513","value":{"min":100}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"},"quality":{"min":null,"max":0}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000222	"name":"Bisco's Collar","type":"Gold Amulet","stats":[{"type":"and","filters":[{"id":"explicit.stat_1342790450","value":{"min":48,"max":50}},{"id":"explicit.stat_3433676080","value":{"min":140}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"},"quality":{"min":null,"max":0}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000223	"name":"Perquil's Toe","type":"Gold Amulet","stats":[{"type":"and","filters":[{"id":"explicit.stat_2250533757","value":{"min":8}},{"id":"explicit.stat_3261801346","value":{"min":50}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"},"quality":{"min":null,"max":0}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000224	"name":"Astramentis","type":"Onyx Amulet","stats":[{"type":"and","filters":[{"id":"explicit.stat_1379411836","value":{"min":96}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"},"quality":{"min":null,"max":0}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000225	"name":"Carnage Heart","type":"Onyx Amulet","stats":[{"type":"and","filters":[{"id":"explicit.stat_310246444","value":{"min":39}},{"id":"explicit.stat_1379411836","value":{"min":39}},{"id":"explicit.stat_2901986750","value":{"min":19}}]}],"filters":{"misc_filters":{"filters":{"quality":{"min":null,"max":0},"corrupted":{"option":"false"}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000226	"name":"Yoke of Suffering","type":"Onyx Amulet","stats":[{"type":"and","filters":[{"id":"pseudo.pseudo_total_elemental_resistance","value":{"min":78}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"},"quality":{"min":null,"max":0}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000227	"name":"Impresence","type":"Onyx Amulet","stats":[{"type":"and","filters":[{"id":"explicit.stat_967627487"}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"},"quality":{"min":null,"max":0}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000228	"name":"Aul's Uprising","type":"Onyx Amulet","stats":[{"type":"and","filters":[{"id":"explicit.stat_3708588508"}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"},"quality":{"min":null,"max":0}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000229	"name":"Aul's Uprising","type":"Onyx Amulet","stats":[{"type":"and","filters":[{"id":"explicit.stat_1391583476"}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"},"quality":{"min":null,"max":0}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000230	"name":"Aul's Uprising","type":"Onyx Amulet","stats":[{"type":"and","filters":[{"id":"explicit.stat_2930404958"}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"},"quality":{"min":null,"max":0}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000231	"name":"Aul's Uprising","type":"Onyx Amulet","stats":[{"type":"and","filters":[{"id":"explicit.stat_2189891129"}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"},"quality":{"min":null,"max":0}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000232	"name":"Aul's Uprising","type":"Onyx Amulet","stats":[{"type":"and","filters":[{"id":"explicit.stat_585622486"}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"},"quality":{"min":null,"max":0}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000233	"name":"Aul's Uprising","type":"Onyx Amulet","stats":[{"type":"and","filters":[{"id":"explicit.stat_3554614456"}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"},"quality":{"min":null,"max":0}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000234	"name":"Aul's Uprising","type":"Onyx Amulet","stats":[{"type":"and","filters":[{"id":"explicit.stat_1865987277"}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"},"quality":{"min":null,"max":0}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000235	"name":"Aul's Uprising","type":"Onyx Amulet","stats":[{"type":"and","filters":[{"id":"explicit.stat_1741242318"}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"},"quality":{"min":null,"max":0}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000236	"name":"Solstice Vigil","type":"Onyx Amulet","stats":[{"type":"and","filters":[{"id":"explicit.stat_3299347043","value":{"min":68}},{"id":"explicit.stat_2154246560","value":{"min":40}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"},"quality":{"min":null,"max":0}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000237	"name":"Victario's Acuity","type":"Turquoise Amulet","stats":[{"type":"and","filters":[{"id":"explicit.stat_1671376347","value":{"min":40}},{"id":"explicit.stat_2923486259","value":{"min":10}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"},"quality":{"min":null,"max":0}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000238	"name":"Warped Timepiece","type":"Turquoise Amulet","stats":[{"type":"and","filters":[{"id":"explicit.stat_2250533757","value":{"min":15}},{"id":"explicit.stat_3377888098","value":{"min":-15,"max":-15}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"},"quality":{"min":null,"max":0}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000239	"name":"Maligaro's Cruelty","type":"Turquoise Amulet","stats":[{"type":"and","filters":[{"id":"explicit.stat_983749596","value":{"min":8}},{"id":"explicit.stat_496822696","value":{"min":30}},{"id":"explicit.stat_352612932","value":{"min":15}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"},"quality":{"min":null,"max":0}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000240	"name":"Voll's Devotion","type":"Agate Amulet","stats":[{"type":"and","filters":[{"id":"explicit.stat_2901986750","value":{"min":20}},{"id":"explicit.stat_3299347043","value":{"min":38}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"},"quality":{"min":null,"max":0}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000241	"name":"Daresso's Salute","type":"Citrine Amulet","stats":[{"type":"and","filters":[{"id":"explicit.stat_3372524247","value":{"min":40}},{"id":"explicit.stat_4220027924","value":{"min":40}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"},"quality":{"min":null,"max":0}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000242	"name":"Eye of Innocence","type":"Citrine Amulet","stats":[{"type":"and","filters":[{"id":"explicit.stat_1686122637","value":{"min":68}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"},"quality":{"min":null,"max":0}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000243	"name":"Gloomfang","type":"Blue Pearl Amulet","stats":[{"type":"and","filters":[{"id":"explicit.stat_2018035324","value":{"min":-10}},{"id":"explicit.stat_1924041432","value":{"min":20}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"any"},"quality":{"min":null,"max":0}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000244	"name":"Gloomfang","type":"Blue Pearl Amulet","stats":[{"type":"and","filters":[{"id":"explicit.stat_1924041432","value":{"min":20}},{"id":"explicit.stat_2797971005","value":{"min":-20}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"any"},"quality":{"min":null,"max":0}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000245	"name":"Rigwald's Curse","type":"Wereclaw Talisman","stats":[{"type":"count","filters":[{"id":"implicit.stat_3556824919","value":{"min":36}},{"id":"implicit.stat_30642521"}],"value":{"min":1}}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"any"},"quality":{"min":null,"max":0}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000246	"name":"Badge of the Brotherhood","type":"Turquoise Amulet","stats":[{"type":"and","filters":[{"id":"explicit.stat_3083201633","value":{"min":10,"max":10}},{"id":"explicit.stat_3545269928","value":{"min":10,"max":10}}]}],"filters":{"misc_filters":{"filters":{"quality":{"min":null,"max":0},"corrupted":{"option":"false"}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000247	"name":"Tavukai","type":"Coral Amulet","stats":[{"type":"and","filters":[]},{"type":"and","filters":[{"id":"explicit.stat_328541901"},{"id":"explicit.stat_3837707023"},{"id":"explicit.stat_38715141"},{"id":"explicit.stat_2085855914","value":{"min":75}},{"id":"explicit.stat_3999870307","value":{"min":95}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"},"quality":{"min":null,"max":0}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000248	"name":"Le Heup of All","type":"Iron Ring","stats":[{"type":"weight","filters":[{"id":"explicit.stat_1379411836","value":{"weight":1}},{"id":"explicit.stat_2901986750","value":{"weight":1}},{"id":"explicit.stat_2154246560","value":{"weight":1}},{"id":"explicit.stat_3917489142","value":{"weight":1}}],"value":{"min":106}},{"type":"if","filters":[{"id":"explicit.stat_2901986750","value":{"min":25}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"},"quality":{"min":null,"max":0}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000249	"name":"The Warden's Brand","type":"Iron Ring","stats":[{"type":"and","filters":[{"id":"explicit.stat_3032590688","value":{"min":32.5}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"},"quality":{"min":null,"max":0}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000250	"name":"Kaom's Sign","type":"Coral Ring","stats":[{"type":"and","filters":[{"id":"explicit.stat_4080418644","value":{"min":20}},{"id":"explicit.stat_2797971005","value":{"min":4}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"},"quality":{"min":null,"max":0}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000251	"name":"Doedre's Damning","type":"Paua Ring","stats":[{"type":"and","filters":[{"id":"explicit.stat_328541901","value":{"min":10}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"},"quality":{"min":null,"max":0}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000252	"name":"Perandus Signet","type":"Paua Ring","stats":[{"type":"and","filters":[{"id":"explicit.stat_789117908","value":{"min":65}},{"id":"explicit.stat_1050105434","value":{"min":30}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"},"quality":{"min":null,"max":0}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000253	"name":"Praxis","type":"Paua Ring","stats":[{"type":"and","filters":[{"id":"explicit.stat_3736589033","value":{"min":-8,"max":-8}},{"id":"explicit.stat_1050105434","value":{"min":55}},{"id":"explicit.stat_4291461939","value":{"min":5}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"},"quality":{"min":null,"max":0}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000254	"name":"Andvarius","type":"Gold Ring","stats":[{"type":"and","filters":[{"id":"explicit.stat_3917489142","value":{"min":70}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"},"quality":{"min":null,"max":0}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000255	"name":"Ventor's Gamble","type":"Gold Ring","stats":[{"type":"and","filters":[{"id":"explicit.stat_884586851","value":{"min":8}}]},{"type":"weight","filters":[{"id":"explicit.stat_3299347043","value":{"weight":1}},{"id":"explicit.stat_3372524247","value":{"weight":1}},{"id":"explicit.stat_4220027924","value":{"weight":1}},{"id":"explicit.stat_1671376347","value":{"weight":1}}],"value":{"min":140}}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"},"quality":{"min":null,"max":0}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000256	"name":"Ventor's Gamble","type":"Gold Ring","stats":[{"type":"and","filters":[{"id":"explicit.stat_884586851","value":{"min":10}}]},{"type":"weight","filters":[{"id":"explicit.stat_3299347043","value":{"weight":0.5}},{"id":"explicit.stat_3372524247","value":{"weight":1}},{"id":"explicit.stat_4220027924","value":{"weight":1}},{"id":"explicit.stat_1671376347","value":{"weight":1}}],"value":{"min":100}}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"},"quality":{"min":null,"max":0}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000257	"name":"Kikazaru","type":"Topaz Ring","stats":[{"type":"and","filters":[{"id":"explicit.stat_789117908","value":{"min":40}},{"id":"explicit.stat_1379411836","value":{"min":15}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"},"quality":{"min":null,"max":0}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000258	"name":"Dream Fragments","type":"Sapphire Ring","stats":[{"type":"and","filters":[{"id":"explicit.stat_4220027924","value":{"min":40}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"},"quality":{"min":null,"max":0}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000259	"name":"Pyre","type":"Sapphire Ring","stats":[{"type":"and","filters":[{"id":"explicit.stat_3372524247","value":{"min":35}},{"id":"explicit.stat_1175385867","value":{"min":80}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"},"quality":{"min":null,"max":0}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000260	"name":"Snakepit","type":"Sapphire Ring","stats":[{"type":"and","filters":[{"id":"explicit.stat_2891184298","value":{"min":10}},{"id":"explicit.stat_2974417149","value":{"min":38}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"},"quality":{"min":null,"max":0}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000261	"name":"Ngamahu's Sign","type":"Ruby Ring","stats":[{"type":"and","filters":[{"id":"explicit.stat_4080418644","value":{"min":25}},{"id":"explicit.stat_4045269075","value":{"min":30}},{"id":"explicit.stat_3964634628","value":{"min":11}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"},"quality":{"min":null,"max":0}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000262	"name":"Emberwake","type":"Ruby Ring","stats":[{"type":"and","filters":[{"id":"explicit.stat_2891184298","value":{"min":10}},{"id":"explicit.stat_3962278098","value":{"min":40}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"},"quality":{"min":null,"max":0}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000263	"name":"The Taming","type":"Prismatic Ring","stats":[{"type":"and","filters":[{"id":"explicit.stat_2901986750","value":{"min":30}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"},"quality":{"min":null,"max":0}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000264	"name":"Thief's Torment","type":"Prismatic Ring","stats":[{"type":"and","filters":[{"id":"explicit.stat_884586851","value":{"min":16}},{"id":"explicit.stat_2901986750","value":{"min":24}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"},"quality":{"min":null,"max":0}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000265	"name":"Shavronne's Revelation","type":"Moonstone Ring","stats":[{"type":"and","filters":[{"id":"explicit.stat_328541901","value":{"min":75}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"},"quality":{"min":null,"max":0}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000266	"name":"Timeclasp","type":"Moonstone Ring","stats":[{"type":"and","filters":[{"id":"explicit.stat_681332047","value":{"min":15}},{"id":"explicit.stat_2891184298","value":{"min":10}},{"id":"explicit.stat_3489782002","value":{"min":25}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"},"quality":{"min":null,"max":0}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000267	"name":"Ming's Heart","type":"Amethyst Ring","stats":[{"type":"and","filters":[{"id":"explicit.stat_2923486259","value":{"min":50}},{"id":"explicit.stat_983749596","value":{"min":-5,"max":-5}},{"id":"explicit.stat_2482852589","value":{"min":-5,"max":-5}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"},"quality":{"min":null,"max":0}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000268	"name":"Gifts from Above","type":"Diamond Ring","stats":[{"type":"and","filters":[{"id":"explicit.stat_587431675","value":{"min":35}},{"id":"explicit.stat_21824003","value":{"min":50}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"},"quality":{"min":null,"max":0}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000269	"name":"Call of the Brotherhood","type":"Two-Stone Ring","stats":[{"type":"and","filters":[{"id":"explicit.stat_2231156303","value":{"min":25}},{"id":"explicit.stat_328541901","value":{"min":25}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"},"quality":{"min":null,"max":0}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000270	"name":"Rigwald's Crest","type":"Two-Stone Ring","stats":[{"type":"and","filters":[{"id":"explicit.stat_3962278098","value":{"min":30}},{"id":"explicit.stat_3291658075","value":{"min":30}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"},"quality":{"min":null,"max":0}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000271	"name":"Malachai's Artifice","type":"Unset Ring","stats":[{"type":"count","filters":[{"id":"explicit.stat_3051845758","value":{"min":100}},{"id":"explicit.stat_1064331314","value":{"min":100}},{"id":"explicit.stat_289814996","value":{"min":100}}],"value":{"min":3}}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"},"quality":{"min":null,"max":0}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000272	"name":"The Pariah","type":"Unset Ring","stats":[{"type":"and","filters":[{"id":"explicit.stat_2672805335","value":{"min":10}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"},"quality":{"min":null,"max":0}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000273	"name":"Angler's Plait","type":"Unset Ring","stats":[{"type":"and","filters":[]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"any"},"quality":{"min":null,"max":0}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000274	"name":"Vivinsect","type":"Unset Ring","stats":[{"type":"and","filters":[{"id":"explicit.stat_1379411836","value":{"min":25}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"},"quality":{"min":null,"max":0}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000275	"name":"Mark of the Elder","type":"Steel Ring","stats":[{"type":"and","filters":[{"id":"explicit.stat_983749596","value":{"min":9}},{"id":"explicit.stat_1555962658","value":{"min":78}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"},"quality":{"min":null,"max":0}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000276	"name":"Stormfire","type":"Opal Ring","stats":[{"type":"and","filters":[{"id":"explicit.stat_3441501978","value":{"min":30}},{"id":"explicit.stat_1607849541","value":{"min":6}},{"id":"explicit.stat_2870108850","value":{"min":36}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"},"quality":{"min":null,"max":0}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000277	"name":"Mark of the Shaper","type":"Opal Ring","stats":[{"type":"count","filters":[{"id":"explicit.stat_983749596","value":{"min":10}},{"id":"explicit.stat_2482852589","value":{"min":10}}],"value":{"min":1}},{"type":"and","filters":[{"id":"explicit.stat_2921373173","value":{"min":78}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"},"quality":{"min":null,"max":0}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000278	"name":"Astral Projector","type":"Topaz Ring","stats":[{"type":"and","filters":[{"id":"explicit.stat_2974417149","value":{"min":25}},{"id":"explicit.stat_328541901","value":{"min":50}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"},"quality":{"min":null,"max":0}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000279	"name":"Triumvirate Authority","type":"Unset Ring","stats":[{"type":"and","filters":[]},{"type":"and","filters":[{"id":"explicit.stat_207863952"},{"id":"explicit.stat_2198756560"}]},{"type":"count","filters":[{"id":"explicit.stat_207863952"},{"id":"explicit.stat_1678234826"}],"disabled":true,"value":{"min":1}}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"},"quality":{"min":null,"max":0}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000280	"name":"Triumvirate Authority","type":"Unset Ring","stats":[{"type":"and","filters":[]},{"type":"and","filters":[{"id":"explicit.stat_2599305231"},{"id":"explicit.stat_2198756560"}]},{"type":"count","filters":[{"id":"explicit.stat_207863952"},{"id":"explicit.stat_1678234826","disabled":true}],"value":{"min":1}}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"},"quality":{"min":null,"max":0}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000281	"name":"Triumvirate Authority","type":"Unset Ring","stats":[{"type":"and","filters":[]},{"type":"and","filters":[{"id":"explicit.stat_2599305231"},{"id":"explicit.stat_2198756560"}]},{"type":"count","filters":[{"id":"explicit.stat_207863952"},{"id":"explicit.stat_1678234826"}],"value":{"min":1}}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"},"quality":{"min":null,"max":0}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000282	"name":"Blackflame","type":"Amethyst Ring","stats":[{"type":"and","filters":[]},{"type":"and","filters":[{"id":"explicit.stat_3382807662","value":{"min":12}},{"id":"explicit.stat_1086147743"},{"id":"explicit.stat_1335054179"},{"id":"explicit.stat_2714810050"},{"id":"explicit.stat_279110104"},{"id":"explicit.stat_378817135","value":{"min":25}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"},"quality":{"min":null,"max":0}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000283	"name":"Rotblood Promise","type":"Unset Ring","stats":[{"type":"and","filters":[]},{"type":"and","filters":[{"id":"explicit.stat_539747809"},{"id":"explicit.stat_2965611853"},{"id":"explicit.stat_1471600638"},{"id":"explicit.stat_328541901","value":{"min":28}},{"id":"explicit.stat_3407849389"},{"id":"explicit.stat_539970476","value":{"min":25}}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"},"quality":{"min":null,"max":0}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000284	"name":"The Warden's Brand","type":"Iron Ring","stats":[{"type":"and","filters":[]},{"type":"and","filters":[{"id":"explicit.stat_3032590688","value":{"min":32}},{"id":"explicit.stat_681332047"},{"id":"explicit.stat_1695720239"}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"},"quality":{"min":null,"max":0}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
000285	"name":"Profane Proxy","type":"Unset Ring","stats":[{"type":"and","filters":[]},{"type":"and","filters":[{"id":"explicit.stat_3691695237"},{"id":"explicit.stat_4220027924","value":{"min":30}},{"id":"explicit.stat_1671376347","value":{"min":30}},{"id":"explicit.stat_625885138"},{"id":"explicit.stat_1809329372"}]}],"filters":{"misc_filters":{"filters":{"corrupted":{"option":"false"},"quality":{"min":null,"max":0}}},"trade_filters":{"filters":{"indexed":{"option":"1week"}}}},"status":{"option":"any"}
